record_id,item_name,item_category,product_weight_g,recommended_pouch_type,material_type,width_cm,height_cm,gusset_cm,thickness_micron,printing_type,zip_lock,food_grade,barrier_level,shelf_life_months,quantity,film_weight_g_per_pouch,material_rate_per_kg_inr,printing_cost_per_pouch_inr,making_cost_per_pouch_inr,wastage_percent,margin_percent,actual_cost_per_pouch_inr,description_for_semantic_search
758,Walnuts,premium food,250,stand-up,PET+ALU+PE,19.0,29.8,6.2,130,full color,no,yes,high,18,25000,159.71,298.58,1.44,0.82,9,19,64.79,250g walnuts stand-up pouch PET+ALU+PE 130 micron full color printing without zip lock high barrier suitable for premium food
759,Toffee,confectionery,250,stand-up,BOPP+CPP,16.6,26.5,6.0,65,1 color,yes,yes,low,12,100000,65.19,130.89,0.6,0.82,8,21,13.01,250g toffee stand-up pouch BOPP+CPP 65 micron 1 color printing with zip lock low barrier suitable for confectionery
760,Multivitamins,pharma,100,stand-up,PET+ALU+PE,13.5,21.4,4.5,130,2 color,no,no,high,24,100000,84.53,241.02,0.9,6.12,9,9,32.55,100g multivitamins stand-up pouch PET+ALU+PE 130 micron 2 color printing without zip lock high barrier suitable for pharma
761,Chips,snack,50,center seal,BOPP+CPP,9.8,17.7,0,80,full color,no,yes,low,6,1000,20.29,144.06,1.29,2.2,4,21,8.07,50g chips center seal pouch BOPP+CPP 80 micron full color printing without zip lock low barrier suitable for snack
762,Crackers,snack,250,3-side seal,BOPP+CPP,13.9,21.2,0,50,2 color,no,yes,low,6,100000,21.02,110.08,0.88,1.63,8,16,6.04,250g crackers 3-side seal pouch BOPP+CPP 50 micron 2 color printing without zip lock low barrier suitable for snack
763,Coriander Powder,dry food,100,stand-up,PET+PE,14.2,20.7,5.4,90,none,yes,yes,medium,12,500,64.17,138.01,0.18,7.3,9,12,19.94,100g coriander powder stand-up pouch PET+PE 90 micron none printing with zip lock medium barrier suitable for dry food
764,Chips,snack,50,center seal,BOPP+CPP,10.7,16.7,0,65,none,no,yes,low,6,100000,17.13,105.43,0.11,7.08,7,20,11.55,50g chips center seal pouch BOPP+CPP 65 micron none printing without zip lock low barrier suitable for snack
765,Pulses,dry food,1100,stand-up,PET+PE,22.4,31.5,7.2,75,full color,no,yes,medium,18,50000,115.72,170.42,1.27,1.63,3,9,25.4,1100g pulses stand-up pouch PET+PE 75 micron full color printing without zip lock medium barrier suitable for dry food
766,BCAA Powder,nutrition,250,stand-up,PET+ALU+PE,18.7,29.7,6.2,130,none,no,yes,high,18,2000,157.4,296.8,0.19,4.95,3,12,59.82,250g bcaa powder stand-up pouch PET+ALU+PE 130 micron none printing without zip lock high barrier suitable for nutrition
767,Dry Fruits,premium food,200,stand-up,PET+ALU+PE,19.0,29.9,5.8,110,2 color,no,yes,high,12,2000,131.97,266.78,0.93,2.4,6,8,44.12,200g dry fruits stand-up pouch PET+ALU+PE 110 micron 2 color printing without zip lock high barrier suitable for premium food
768,Seeds,agri,350,3-side seal,PET+PE,17.4,26.3,0,125,2 color,no,no,medium,18,5000,79.66,154.99,0.89,5.13,4,19,22.73,350g seeds 3-side seal pouch PET+PE 125 micron 2 color printing without zip lock medium barrier suitable for agri
769,Cornflakes,dry food,700,stand-up,BOPP+CPP,22.3,31.2,7.5,50,none,yes,yes,low,12,100000,77.67,137.86,0,2.9,6,8,15.58,700g cornflakes stand-up pouch BOPP+CPP 50 micron none printing with zip lock low barrier suitable for dry food
770,Chips,snack,25,3-side seal,MET BOPP+CPP,7.0,12.9,0,80,1 color,no,yes,medium,6,500,11.13,195.39,0.63,6.97,8,14,12.03,25g chips 3-side seal pouch MET BOPP+CPP 80 micron 1 color printing without zip lock medium barrier suitable for snack
771,Soup Powder,dry food,100,3-side seal,PET+ALU+PE,13.5,16.6,0,130,1 color,no,yes,high,18,50000,43.0,250.37,0.6,7.93,9,14,23.98,100g soup powder 3-side seal pouch PET+ALU+PE 130 micron 1 color printing without zip lock high barrier suitable for dry food
772,Detergent Powder,household,1050,stand-up,LDPE,22.1,31.1,7.2,70,1 color,no,no,low,24,50000,105.88,93.89,0.5,6.5,9,20,22.16,1050g detergent powder stand-up pouch LDPE 70 micron 1 color printing without zip lock low barrier suitable for household
773,Green Tea,dry food,100,stand-up,PET+ALU+PE,16.0,22.8,5.0,90,1 color,no,yes,high,18,100000,72.77,282.64,0.49,1.84,4,20,28.58,100g green tea stand-up pouch PET+ALU+PE 90 micron 1 color printing without zip lock high barrier suitable for dry food
774,Protein Powder,nutrition,700,flat bottom,PET+ALU+PE,22.7,30.0,9.2,110,none,no,yes,high,18,2000,185.1,253.89,0.19,5.69,4,22,67.09,700g protein powder flat bottom pouch PET+ALU+PE 110 micron none printing without zip lock high barrier suitable for nutrition
775,Fertilizer,agri,950,side gusset,LDPE,39.6,54.9,15.4,70,none,no,no,low,24,25000,352.76,113.74,0.19,5.31,6,11,53.68,950g fertilizer side gusset pouch LDPE 70 micron none printing without zip lock low barrier suitable for agri
776,Tea Leaves,dry food,450,stand-up,PET+ALU+PE,19.2,30.0,6.2,90,1 color,no,yes,high,24,50000,112.01,289.83,0.7,5.63,3,20,47.95,450g tea leaves stand-up pouch PET+ALU+PE 90 micron 1 color printing without zip lock high barrier suitable for dry food
777,Chips,snack,50,center seal,BOPP+CPP,11.1,16.6,0,100,2 color,no,yes,low,6,100000,27.2,122.04,0.79,1.39,6,18,6.88,50g chips center seal pouch BOPP+CPP 100 micron 2 color printing without zip lock low barrier suitable for snack
778,Coffee Powder,dry food,400,stand-up,PET+ALU+PE,18.6,30.3,6.1,110,2 color,no,yes,high,18,1000,133.81,291.49,0.8,4.29,8,19,56.67,400g coffee powder stand-up pouch PET+ALU+PE 110 micron 2 color printing without zip lock high barrier suitable for dry food
779,Fungicide,agri,300,stand-up,NYLON+PE,18.2,26.4,5.6,125,1 color,no,no,high,24,50000,130.16,245.03,0.41,4.8,7,20,47.64,300g fungicide stand-up pouch NYLON+PE 125 micron 1 color printing without zip lock high barrier suitable for agri
780,Dog Treats,pet,300,stand-up,PET+PE,16.7,29.3,6.0,125,none,no,no,medium,12,5000,135.85,178.28,0.17,2.1,7,19,33.73,300g dog treats stand-up pouch PET+PE 125 micron none printing without zip lock medium barrier suitable for pet
781,Gummies,confectionery,100,stand-up,PET+PE,13.5,21.8,4.8,90,none,yes,yes,medium,12,5000,60.94,162.63,0,2.65,9,8,14.79,100g gummies stand-up pouch PET+PE 90 micron none printing with zip lock medium barrier suitable for confectionery
782,Namkeen,snack,100,center seal,BOPP+CPP,13.4,18.0,0,50,2 color,no,yes,low,6,2000,17.59,125.38,1.03,0.8,5,8,4.58,100g namkeen center seal pouch BOPP+CPP 50 micron 2 color printing without zip lock low barrier suitable for snack
783,Dish Soap,household,600,stand-up,LDPE,20.5,29.8,6.1,90,2 color,no,no,low,24,25000,116.41,114.25,0.9,5.75,8,21,26.07,600g dish soap stand-up pouch LDPE 90 micron 2 color printing without zip lock low barrier suitable for household
784,Pulses,dry food,450,stand-up,PET+PE,18.6,28.6,6.4,90,1 color,no,yes,medium,18,5000,106.88,159.59,0.48,6.05,6,9,27.25,450g pulses stand-up pouch PET+PE 90 micron 1 color printing without zip lock medium barrier suitable for dry food
785,Dish Soap,household,600,stand-up,LDPE,19.3,30.6,5.7,90,full color,no,no,low,24,1000,110.53,127.79,1.4,7.57,4,16,27.86,600g dish soap stand-up pouch LDPE 90 micron full color printing without zip lock low barrier suitable for household
786,Chips,snack,150,center seal,MET BOPP+CPP,12.4,17.1,0,60,1 color,no,yes,medium,6,2000,18.69,165.18,0.45,7.95,6,14,13.88,150g chips center seal pouch MET BOPP+CPP 60 micron 1 color printing without zip lock medium barrier suitable for snack
787,Toffee,confectionery,150,stand-up,BOPP+CPP,13.7,20.5,4.6,65,full color,yes,yes,low,12,1000,41.78,121.77,1.3,2.77,9,20,11.98,150g toffee stand-up pouch BOPP+CPP 65 micron full color printing with zip lock low barrier suitable for confectionery
788,Dry Fruits,premium food,100,stand-up,PET+ALU+PE,14.3,20.4,5.5,110,1 color,yes,yes,high,12,1000,78.68,290.45,0.44,4.59,5,17,34.25,100g dry fruits stand-up pouch PET+ALU+PE 110 micron 1 color printing with zip lock high barrier suitable for premium food
789,Bakery Mix,bakery,550,stand-up,PET+PE,20.1,30.8,6.4,75,2 color,no,yes,medium,12,500,99.87,138.54,1.03,3.6,5,20,23.27,550g bakery mix stand-up pouch PET+PE 75 micron 2 color printing without zip lock medium barrier suitable for bakery
790,Popcorn,snack,100,center seal,PET+PE,11.9,16.5,0,125,none,no,yes,medium,6,2000,36.26,162.88,0,4.89,5,8,12.24,100g popcorn center seal pouch PET+PE 125 micron none printing without zip lock medium barrier suitable for snack
791,Chocolate,confectionery,100,stand-up,PET+ALU+PE,15.6,21.0,5.1,130,full color,yes,yes,high,12,25000,97.89,291.86,1.35,2.79,6,16,40.22,100g chocolate stand-up pouch PET+ALU+PE 130 micron full color printing with zip lock high barrier suitable for confectionery
792,Pet Food,pet,1200,stand-up,PET+PE,21.4,33.4,7.4,90,full color,no,no,medium,18,25000,141.91,172.26,1.39,1.35,4,9,30.82,1200g pet food stand-up pouch PET+PE 90 micron full color printing without zip lock medium barrier suitable for pet
793,Mass Gainer,nutrition,1000,flat bottom,PET+ALU+PE,20.8,31.1,9.4,90,none,no,yes,high,18,50000,147.79,280.93,0.18,1.78,6,16,53.46,1000g mass gainer flat bottom pouch PET+ALU+PE 90 micron none printing without zip lock high barrier suitable for nutrition
794,Fertilizer Sample,agri,2200,side gusset,PET+PE,39.7,55.5,15.4,75,none,no,no,medium,18,50000,381.74,165.13,0.12,2.56,8,18,83.75,2200g fertilizer sample side gusset pouch PET+PE 75 micron none printing without zip lock medium barrier suitable for agri
795,Fertilizer,agri,600,side gusset,LDPE,40.3,56.9,15.2,70,1 color,no,no,low,24,2000,364.7,93.0,0.65,4.5,3,14,45.87,600g fertilizer side gusset pouch LDPE 70 micron 1 color printing without zip lock low barrier suitable for agri
796,Pulses,dry food,550,stand-up,PET+PE,19.0,31.9,5.8,125,1 color,no,yes,medium,18,1000,157.71,144.5,0.54,2.71,3,19,31.92,550g pulses stand-up pouch PET+PE 125 micron 1 color printing without zip lock medium barrier suitable for dry food
797,Chilli Powder,dry food,100,stand-up,PET+PE,14.2,21.2,5.4,125,none,no,yes,medium,12,100000,90.65,132.87,0,4.11,5,13,19.17,100g chilli powder stand-up pouch PET+PE 125 micron none printing without zip lock medium barrier suitable for dry food
798,Coffee Beans,dry food,200,stand-up,PET+ALU+PE,17.5,28.9,5.9,90,none,yes,yes,high,24,100000,99.51,237.78,0.06,7.27,6,9,35.81,200g coffee beans stand-up pouch PET+ALU+PE 90 micron none printing with zip lock high barrier suitable for dry food
799,Herbicide,agri,550,stand-up,NYLON+PE,19.0,30.6,5.7,80,full color,no,no,high,24,25000,97.07,203.94,1.33,2.11,9,12,28.37,550g herbicide stand-up pouch NYLON+PE 80 micron full color printing without zip lock high barrier suitable for agri
800,Chocolate,confectionery,50,3-side seal,PET+ALU+PE,11.5,14.6,0,90,full color,yes,yes,high,12,25000,22.77,287.24,1.2,7.16,8,11,17.86,50g chocolate 3-side seal pouch PET+ALU+PE 90 micron full color printing with zip lock high barrier suitable for confectionery
801,Namkeen,snack,450,stand-up,BOPP+CPP,19.4,28.5,5.9,65,2 color,no,yes,low,6,2000,76.88,139.97,1.03,7.71,5,9,22.32,450g namkeen stand-up pouch BOPP+CPP 65 micron 2 color printing without zip lock low barrier suitable for snack
802,Chilli Powder,dry food,100,stand-up,PET+PE,15.0,22.0,5.2,125,1 color,yes,yes,medium,12,50000,95.32,155.09,0.68,6.87,6,10,26.04,100g chilli powder stand-up pouch PET+PE 125 micron 1 color printing with zip lock medium barrier suitable for dry food
803,Fertilizer Sample,agri,950,side gusset,PET+PE,40.9,53.5,14.8,75,none,no,yes,medium,18,5000,372.32,132.6,0.15,3.89,7,19,68.01,950g fertilizer sample side gusset pouch PET+PE 75 micron none printing without zip lock medium barrier suitable for agri
804,Candy,confectionery,150,stand-up,BOPP+CPP,14.9,21.1,4.6,100,full color,yes,yes,low,12,2000,69.96,143.75,1.26,2.82,3,21,17.62,150g candy stand-up pouch BOPP+CPP 100 micron full color printing with zip lock low barrier suitable for confectionery
805,Soap Powder,household,500,stand-up,LDPE,20.5,29.7,6.0,80,none,no,no,low,24,2000,102.56,97.55,0.16,5.33,4,11,17.89,500g soap powder stand-up pouch LDPE 80 micron none printing without zip lock low barrier suitable for household
806,Pre-workout,nutrition,250,stand-up,PET+ALU+PE,17.7,27.1,5.7,110,1 color,yes,yes,high,18,5000,115.19,228.18,0.42,3.73,5,19,38.03,250g pre-workout stand-up pouch PET+ALU+PE 110 micron 1 color printing with zip lock high barrier suitable for nutrition
807,Washing Powder,household,700,stand-up,LDPE,21.2,31.7,6.6,80,full color,no,no,low,24,500,114.81,102.17,1.28,2.82,5,19,19.78,700g washing powder stand-up pouch LDPE 80 micron full color printing without zip lock low barrier suitable for household
808,Coriander Powder,dry food,100,stand-up,PET+PE,14.2,23.6,4.7,125,none,yes,yes,medium,12,25000,92.43,140.6,0.04,7.34,3,14,23.93,100g coriander powder stand-up pouch PET+PE 125 micron none printing with zip lock medium barrier suitable for dry food
809,Capsules,pharma,50,3-side seal,PET+ALU+PE,9.3,14.0,0,110,2 color,no,no,high,24,10000,21.74,230.04,0.95,5.72,9,21,15.39,50g capsules 3-side seal pouch PET+ALU+PE 110 micron 2 color printing without zip lock high barrier suitable for pharma
810,Walnuts,premium food,250,stand-up,PET+ALU+PE,17.6,29.2,6.2,130,2 color,yes,yes,high,18,10000,148.51,238.9,0.87,7.19,4,18,53.43,250g walnuts stand-up pouch PET+ALU+PE 130 micron 2 color printing with zip lock high barrier suitable for premium food
811,Lentils,dry food,700,stand-up,PET+PE,20.6,33.9,7.4,75,1 color,yes,yes,medium,18,100000,116.29,176.28,0.42,4.74,5,12,30.18,700g lentils stand-up pouch PET+PE 75 micron 1 color printing with zip lock medium barrier suitable for dry food
812,Yeast,bakery,100,3-side seal,PET+ALU+PE,13.5,14.8,0,150,1 color,yes,yes,high,24,5000,45.06,257.64,0.61,7.22,9,21,25.64,100g yeast 3-side seal pouch PET+ALU+PE 150 micron 1 color printing with zip lock high barrier suitable for bakery
813,Sauce Powder,dry food,100,3-side seal,PET+ALU+PE,13.2,15.8,0,130,none,no,yes,high,18,1000,40.33,263.45,0.06,7.66,9,8,21.6,100g sauce powder 3-side seal pouch PET+ALU+PE 130 micron none printing without zip lock high barrier suitable for dry food
814,Tea Leaves,dry food,250,stand-up,PET+PE,18.6,26.5,5.5,100,none,no,yes,medium,18,5000,105.44,167.04,0.02,5.73,9,16,29.54,250g tea leaves stand-up pouch PET+PE 100 micron none printing without zip lock medium barrier suitable for dry food
815,Raisins,premium food,150,stand-up,PET+PE,14.8,22.0,5.1,90,full color,yes,yes,medium,12,10000,67.39,140.35,1.2,4.92,7,19,19.84,150g raisins stand-up pouch PET+PE 90 micron full color printing with zip lock medium barrier suitable for premium food
816,Turmeric Powder,dry food,100,stand-up,PET+PE,16.1,23.2,5.0,75,2 color,yes,yes,medium,18,5000,61.72,144.82,0.83,1.66,4,8,12.84,100g turmeric powder stand-up pouch PET+PE 75 micron 2 color printing with zip lock medium barrier suitable for dry food
817,Namkeen,snack,300,center seal,PET+PE,14.4,22.6,0,90,2 color,no,yes,medium,6,10000,41.47,173.67,0.77,7.86,9,11,19.16,300g namkeen center seal pouch PET+PE 90 micron 2 color printing without zip lock medium barrier suitable for snack
818,Mass Gainer,nutrition,1100,flat bottom,PET+ALU+PE,20.5,31.4,9.1,90,2 color,yes,yes,high,18,10000,144.86,284.99,0.87,5.2,5,8,53.7,1100g mass gainer flat bottom pouch PET+ALU+PE 90 micron 2 color printing with zip lock high barrier suitable for nutrition
819,Raisins,premium food,400,stand-up,PET+PE,21.0,28.9,6.5,75,1 color,yes,yes,medium,12,500,99.0,156.87,0.69,6.4,9,17,28.85,400g raisins stand-up pouch PET+PE 75 micron 1 color printing with zip lock medium barrier suitable for premium food
820,Yeast,bakery,100,3-side seal,PET+ALU+PE,12.7,16.8,0,90,2 color,no,yes,high,24,5000,28.29,293.52,0.82,2.74,7,18,14.98,100g yeast 3-side seal pouch PET+ALU+PE 90 micron 2 color printing without zip lock high barrier suitable for bakery
821,Microgreens Seeds,agri,50,3-side seal,Kraft+PE,9.0,12.9,0,120,full color,no,no,low,12,25000,21.46,117.42,1.34,4.37,6,10,9.6,50g microgreens seeds 3-side seal pouch Kraft+PE 120 micron full color printing without zip lock low barrier suitable for agri
822,Yeast,bakery,100,3-side seal,PET+ALU+PE,11.1,16.0,0,110,1 color,no,yes,high,24,500,29.0,247.91,0.67,6.69,8,17,18.38,100g yeast 3-side seal pouch PET+ALU+PE 110 micron 1 color printing without zip lock high barrier suitable for bakery
823,Ground Coffee,dry food,500,stand-up,PET+ALU+PE,18.9,29.7,6.0,90,full color,yes,yes,high,18,2000,108.41,285.41,1.44,5.14,6,14,45.34,500g ground coffee stand-up pouch PET+ALU+PE 90 micron full color printing with zip lock high barrier suitable for dry food
824,Fertilizer,agri,450,side gusset,LDPE,41.0,56.1,15.1,70,none,no,no,low,24,2000,364.23,99.93,0,1.83,8,17,48.3,450g fertilizer side gusset pouch LDPE 70 micron none printing without zip lock low barrier suitable for agri
825,Ground Coffee,dry food,450,stand-up,PET+ALU+PE,21.4,28.4,6.2,90,2 color,no,yes,high,18,1000,116.75,238.21,0.89,4.85,6,21,43.03,450g ground coffee stand-up pouch PET+ALU+PE 90 micron 2 color printing without zip lock high barrier suitable for dry food
826,Namkeen,snack,100,center seal,BOPP+CPP,11.4,17.9,0,65,1 color,yes,yes,low,6,10000,19.36,137.65,0.44,6.74,3,16,11.76,100g namkeen center seal pouch BOPP+CPP 65 micron 1 color printing with zip lock low barrier suitable for snack
827,Tea Leaves,dry food,250,stand-up,PET+PE,18.0,29.3,5.6,75,1 color,yes,yes,medium,18,50000,83.85,149.27,0.51,2.87,8,14,19.57,250g tea leaves stand-up pouch PET+PE 75 micron 1 color printing with zip lock medium barrier suitable for dry food
828,Noodles,dry food,70,center seal,BOPP+CPP,10.0,18.0,0,50,1 color,yes,yes,low,12,10000,13.12,121.44,0.58,1.65,3,22,4.8,70g noodles center seal pouch BOPP+CPP 50 micron 1 color printing with zip lock low barrier suitable for dry food
829,Bakery Mix,bakery,450,stand-up,PET+PE,19.0,30.1,6.1,90,full color,yes,yes,medium,12,10000,110.69,161.24,1.29,7.1,5,22,33.61,450g bakery mix stand-up pouch PET+PE 90 micron full color printing with zip lock medium barrier suitable for bakery
830,Bread Mix,bakery,550,stand-up,PET+PE,21.3,31.2,6.2,100,none,no,yes,medium,12,2000,138.88,168.89,0,1.86,6,19,31.93,550g bread mix stand-up pouch PET+PE 100 micron none printing without zip lock medium barrier suitable for bakery
831,Pet Food,pet,550,stand-up,PET+PE,18.8,29.7,6.2,75,1 color,no,no,medium,18,1000,91.17,146.15,0.44,6.33,5,13,23.84,550g pet food stand-up pouch PET+PE 75 micron 1 color printing without zip lock medium barrier suitable for pet
832,Herbal Tea,dry food,50,3-side seal,PET+PE,9.8,14.8,0,125,full color,no,yes,medium,12,25000,27.26,136.91,1.48,7.44,6,14,15.29,50g herbal tea 3-side seal pouch PET+PE 125 micron full color printing without zip lock medium barrier suitable for dry food
833,Rice,dry food,1100,stand-up,PET+PE,22.1,32.0,7.0,125,1 color,yes,yes,medium,18,50000,190.97,156.35,0.63,6.64,4,19,45.95,1100g rice stand-up pouch PET+PE 125 micron 1 color printing with zip lock medium barrier suitable for dry food
834,Seeds,agri,100,3-side seal,BOPP+CPP,11.2,14.0,0,50,none,no,no,low,18,25000,11.9,133.5,0.19,7.43,3,22,11.57,100g seeds 3-side seal pouch BOPP+CPP 50 micron none printing without zip lock low barrier suitable for agri
835,Namkeen,snack,200,center seal,PET+PE,16.0,23.5,0,100,1 color,yes,yes,medium,6,2000,53.0,171.76,0.57,7.51,6,11,20.22,200g namkeen center seal pouch PET+PE 100 micron 1 color printing with zip lock medium barrier suitable for snack
836,Fertilizer Sample,agri,2000,side gusset,PET+PE,38.7,53.6,15.5,90,1 color,no,no,medium,18,50000,439.63,166.65,0.61,3.86,3,19,95.28,2000g fertilizer sample side gusset pouch PET+PE 90 micron 1 color printing without zip lock medium barrier suitable for agri
837,Green Tea,dry food,100,stand-up,PET+ALU+PE,15.5,20.3,5.3,90,1 color,yes,yes,high,18,25000,66.92,232.71,0.47,0.89,9,21,22.33,100g green tea stand-up pouch PET+ALU+PE 90 micron 1 color printing with zip lock high barrier suitable for dry food
838,Chips,snack,200,center seal,MET BOPP+CPP,15.8,21.9,0,70,1 color,no,yes,medium,6,10000,34.42,168.21,0.62,4.0,8,19,13.38,200g chips center seal pouch MET BOPP+CPP 70 micron 1 color printing without zip lock medium barrier suitable for snack
839,Toffee,confectionery,150,stand-up,BOPP+CPP,13.8,20.2,5.1,80,1 color,no,yes,low,12,500,53.49,123.78,0.53,7.63,6,16,18.17,150g toffee stand-up pouch BOPP+CPP 80 micron 1 color printing without zip lock low barrier suitable for confectionery
840,Dog Treats,pet,400,stand-up,PET+PE,21.3,30.0,6.2,100,full color,no,no,medium,12,2000,134.75,143.59,1.23,3.52,4,19,29.82,400g dog treats stand-up pouch PET+PE 100 micron full color printing without zip lock medium barrier suitable for pet
841,Chips,snack,50,center seal,BOPP+CPP,9.7,14.2,0,65,full color,yes,yes,low,6,1000,13.56,148.99,1.34,3.05,8,14,7.89,50g chips center seal pouch BOPP+CPP 65 micron full color printing with zip lock low barrier suitable for snack
842,Soup Powder,dry food,100,3-side seal,PET+ALU+PE,11.0,17.2,0,150,full color,yes,yes,high,18,1000,41.66,229.4,1.31,6.41,5,8,19.59,100g soup powder 3-side seal pouch PET+ALU+PE 150 micron full color printing with zip lock high barrier suitable for dry food
843,Fertilizer Sample,agri,1500,side gusset,LDPE,39.0,53.4,14.7,90,none,no,no,low,18,10000,429.53,97.51,0,7.49,4,12,57.51,1500g fertilizer sample side gusset pouch LDPE 90 micron none printing without zip lock low barrier suitable for agri
844,Chilli Powder,dry food,100,stand-up,PET+PE,16.4,22.3,5.1,75,full color,yes,yes,medium,12,25000,61.27,134.66,1.29,7.86,9,12,21.24,100g chilli powder stand-up pouch PET+PE 75 micron full color printing with zip lock medium barrier suitable for dry food
845,Herbal Tea,dry food,50,3-side seal,PET+PE,10.0,13.3,0,125,full color,no,yes,medium,12,2000,25.47,165.13,1.23,3.73,8,16,11.48,50g herbal tea 3-side seal pouch PET+PE 125 micron full color printing without zip lock medium barrier suitable for dry food
846,Crackers,snack,100,3-side seal,BOPP+CPP,10.6,17.2,0,65,full color,no,yes,low,6,500,17.4,117.41,1.25,4.13,8,9,8.74,100g crackers 3-side seal pouch BOPP+CPP 65 micron full color printing without zip lock low barrier suitable for snack
847,Noodles,dry food,70,center seal,BOPP+CPP,11.2,17.2,0,65,1 color,no,yes,low,12,2000,18.38,159.6,0.55,7.94,7,18,14.42,70g noodles center seal pouch BOPP+CPP 65 micron 1 color printing without zip lock low barrier suitable for dry food
848,Candy,confectionery,300,stand-up,BOPP+CPP,17.8,26.5,5.8,80,full color,yes,yes,low,12,50000,83.31,114.35,1.5,5.17,4,17,19.71,300g candy stand-up pouch BOPP+CPP 80 micron full color printing with zip lock low barrier suitable for confectionery
849,Chocolate,confectionery,100,stand-up,PET+ALU+PE,13.8,20.1,5.3,150,2 color,no,yes,high,12,1000,101.71,264.9,0.89,2.02,5,10,34.48,100g chocolate stand-up pouch PET+ALU+PE 150 micron 2 color printing without zip lock high barrier suitable for confectionery
850,Chips,snack,25,3-side seal,MET BOPP+CPP,7.3,11.5,0,60,none,yes,yes,medium,6,100000,7.94,155.48,0.04,2.64,6,18,4.9,25g chips 3-side seal pouch MET BOPP+CPP 60 micron none printing with zip lock medium barrier suitable for snack
851,Sugar,dry food,500,3-side seal,PET+PE,19.4,25.0,0,75,2 color,no,yes,medium,18,50000,50.92,150.45,0.94,5.7,6,13,17.13,500g sugar 3-side seal pouch PET+PE 75 micron 2 color printing without zip lock medium barrier suitable for dry food
852,Tea Leaves,dry food,100,3-side seal,PET+PE,11.6,16.7,0,100,full color,yes,yes,medium,12,500,28.57,161.03,1.39,6.14,4,19,15.01,100g tea leaves 3-side seal pouch PET+PE 100 micron full color printing with zip lock medium barrier suitable for dry food
853,Organic Fertilizer,agri,1100,side gusset,Kraft+PE,39.0,53.4,14.9,80,full color,no,no,medium,18,1000,384.31,121.15,1.46,5.62,5,15,64.77,1100g organic fertilizer side gusset pouch Kraft+PE 80 micron full color printing without zip lock medium barrier suitable for agri
854,BCAA Powder,nutrition,350,stand-up,PET+ALU+PE,18.8,28.7,5.6,150,full color,no,yes,high,18,5000,170.65,256.14,1.22,3.27,7,15,59.31,350g bcaa powder stand-up pouch PET+ALU+PE 150 micron full color printing without zip lock high barrier suitable for nutrition
855,Namkeen,snack,200,center seal,PET+PE,13.8,21.8,0,125,1 color,no,yes,medium,6,2000,53.48,162.01,0.5,1.03,7,20,13.09,200g namkeen center seal pouch PET+PE 125 micron 1 color printing without zip lock medium barrier suitable for snack
856,Mixed Nuts,premium food,350,stand-up,PET+ALU+PE,21.3,29.4,5.9,90,full color,yes,yes,high,12,5000,117.2,298.12,1.49,5.72,5,12,49.57,350g mixed nuts stand-up pouch PET+ALU+PE 90 micron full color printing with zip lock high barrier suitable for premium food
857,Sugar,dry food,700,3-side seal,PET+PE,20.8,28.3,0,90,full color,yes,yes,medium,18,100000,73.24,173.56,1.36,5.62,5,10,22.74,700g sugar 3-side seal pouch PET+PE 90 micron full color printing with zip lock medium barrier suitable for dry food
858,Coffee Powder,dry food,150,stand-up,PET+ALU+PE,16.2,21.7,5.5,90,2 color,yes,yes,high,18,25000,73.73,304.77,0.89,4.66,9,10,33.6,150g coffee powder stand-up pouch PET+ALU+PE 90 micron 2 color printing with zip lock high barrier suitable for dry food
859,Almonds,premium food,400,stand-up,PET+ALU+PE,19.6,30.8,5.9,150,none,no,yes,high,18,5000,189.82,227.0,0.1,5.24,5,18,60.0,400g almonds stand-up pouch PET+ALU+PE 150 micron none printing without zip lock high barrier suitable for premium food
860,Chocolate,confectionery,100,stand-up,PET+ALU+PE,13.5,23.6,5.4,130,full color,no,yes,high,12,1000,98.28,291.28,1.4,2.69,8,8,38.16,100g chocolate stand-up pouch PET+ALU+PE 130 micron full color printing without zip lock high barrier suitable for confectionery
861,Coriander Powder,dry food,100,stand-up,PET+PE,16.3,23.4,5.1,125,none,yes,yes,medium,12,5000,105.33,151.01,0.06,2.0,6,11,21.14,100g coriander powder stand-up pouch PET+PE 125 micron none printing with zip lock medium barrier suitable for dry food
862,Soup Powder,dry food,100,3-side seal,PET+ALU+PE,11.1,14.8,0,130,none,yes,yes,high,18,25000,32.11,221.46,0.17,4.42,9,9,13.9,100g soup powder 3-side seal pouch PET+ALU+PE 130 micron none printing with zip lock high barrier suitable for dry food
863,Dry Fruits,premium food,450,stand-up,PET+ALU+PE,20.4,29.8,5.9,150,2 color,no,yes,high,12,50000,190.84,267.09,0.98,1.62,4,15,64.07,450g dry fruits stand-up pouch PET+ALU+PE 150 micron 2 color printing without zip lock high barrier suitable for premium food
864,Fertilizer,agri,1050,side gusset,LDPE,39.0,55.4,15.0,90,full color,no,no,low,24,10000,445.91,123.8,1.41,3.95,5,19,75.67,1050g fertilizer side gusset pouch LDPE 90 micron full color printing without zip lock low barrier suitable for agri
865,Bread Mix,bakery,600,stand-up,PET+PE,21.5,31.2,5.6,75,none,no,yes,medium,12,50000,101.12,135.18,0.12,5.29,7,9,22.25,600g bread mix stand-up pouch PET+PE 75 micron none printing without zip lock medium barrier suitable for bakery
